year	publisher	institute	cost
2013	Royal Society of Chemistry	City University London	0
2014	Royal Society of Chemistry	City University London	0
2010	Institute of Physics Publishing	City University London	6609
2011	Institute of Physics Publishing	City University London	7328
2012	Institute of Physics Publishing	City University London	7775
2013	Institute of Physics Publishing	City University London	8461
2014	Institute of Physics Publishing	City University London	8736
2010	Elsevier	Courtauld Institute of Art	0.00
2011	Elsevier	Courtauld Institute of Art	0.00
2012	Elsevier	Courtauld Institute of Art	0.00
2013	Elsevier	Courtauld Institute of Art	0.00
2014	Elsevier	Courtauld Institute of Art	0.00
2010	Wiley	Courtauld Institute of Art	242.95
2011	Wiley	Courtauld Institute of Art	2136.46
2012	Wiley	Courtauld Institute of Art	318.70
2013	Wiley	Courtauld Institute of Art	295.20
2014	Wiley	Courtauld Institute of Art	1782.18
2010	Springer	Courtauld Institute of Art	0.00
2011	Springer	Courtauld Institute of Art	0.00
2012	Springer	Courtauld Institute of Art	0.00
2013	Springer	Courtauld Institute of Art	0.00
2014	Springer	Courtauld Institute of Art	0.00
2010	Taylor & Francis	Courtauld Institute of Art	0.00
2011	Taylor & Francis	Courtauld Institute of Art	47.98
2012	Taylor & Francis	Courtauld Institute of Art	0.00
2013	Taylor & Francis	Courtauld Institute of Art	0.00
2014	Taylor & Francis	Courtauld Institute of Art	0.00
2010	Sage	Courtauld Institute of Art	310.08
2011	Sage	Courtauld Institute of Art	329.31
2012	Sage	Courtauld Institute of Art	345.38
2013	Sage	Courtauld Institute of Art	362.44
2014	Sage	Courtauld Institute of Art	382.52
2010	Oxford University Press	Courtauld Institute of Art	0.00
2011	Oxford University Press	Courtauld Institute of Art	581.63
2012	Oxford University Press	Courtauld Institute of Art	525.60
2013	Oxford University Press	Courtauld Institute of Art	709.20
2014	Oxford University Press	Courtauld Institute of Art	556.80
2010	Cambridge University Press	Courtauld Institute of Art	113.67
2011	Cambridge University Press	Courtauld Institute of Art	284.91
2012	Cambridge University Press	Courtauld Institute of Art	128.40
2013	Cambridge University Press	Courtauld Institute of Art	139.10
2014	Cambridge University Press	Courtauld Institute of Art	714.76
2010	Nature Publishing Group	Courtauld Institute of Art	0
2011	Nature Publishing Group	Courtauld Institute of Art	0
2012	Nature Publishing Group	Courtauld Institute of Art	0
2013	Nature Publishing Group	Courtauld Institute of Art	0
2014	Nature Publishing Group	Courtauld Institute of Art	0
2010	Royal Society of Chemistry	Courtauld Institute of Art	0
2011	Royal Society of Chemistry	Courtauld Institute of Art	0
2012	Royal Society of Chemistry	Courtauld Institute of Art	0
2013	Royal Society of Chemistry	Courtauld Institute of Art	0
2014	Royal Society of Chemistry	Courtauld Institute of Art	0
2010	Institute of Physics Publishing	Courtauld Institute of Art	0
2011	Institute of Physics Publishing	Courtauld Institute of Art	0
2012	Institute of Physics Publishing	Courtauld Institute of Art	0
2013	Institute of Physics Publishing	Courtauld Institute of Art	0
2014	Institute of Physics Publishing	Courtauld Institute of Art	0
2010	Elsevier	Coventry University	221247.98
2011	Elsevier	Coventry University	232921.42
2012	Elsevier	Coventry University	228359.66
2013	Elsevier	Coventry University	230643.23
2014	Elsevier	Coventry University	237862.79
2010	Wiley	Coventry University	32140.45
2011	Wiley	Coventry University	21531.60
2012	Wiley	Coventry University	23036.63
2013	Wiley	Coventry University	18708.95
2014	Wiley	Coventry University	7947.08
2010	Springer	Coventry University	2626.77
2011	Springer	Coventry University	2751.99
2012	Springer	Coventry University	1879.75
2013	Springer	Coventry University	1938.73
2014	Springer	Coventry University	1702.07
2010	Taylor & Francis	Coventry University	28291.60
2011	Taylor & Francis	Coventry University	27748.34
2012	Taylor & Francis	Coventry University	29307.20
2013	Taylor & Francis	Coventry University	29724.49
2014	Taylor & Francis	Coventry University	22150.91
2010	Sage	Coventry University	57910.20
2011	Sage	Coventry University	59983.98
2012	Sage	Coventry University	59115.62
2013	Sage	Coventry University	56788.30
2014	Sage	Coventry University	58975.52
2010	Oxford University Press	Coventry University	5271.52
2011	Oxford University Press	Coventry University	5319.18
2012	Oxford University Press	Coventry University	5445.46
2013	Oxford University Press	Coventry University	5855.95
2014	Oxford University Press	Coventry University	6288.32
2010	Cambridge University Press	Coventry University	11293.34
2011	Cambridge University Press	Coventry University	11847.10
2012	Cambridge University Press	Coventry University	12476.36
2013	Cambridge University Press	Coventry University	13635.30
2014	Cambridge University Press	Coventry University	14595.79
2010	Nature Publishing Group	Coventry University	
2011	Nature Publishing Group	Coventry University	
2012	Nature Publishing Group	Coventry University	
2013	Nature Publishing Group	Coventry University	
2014	Nature Publishing Group	Coventry University	
2010	Royal Society of Chemistry	Coventry University	
2011	Royal Society of Chemistry	Coventry University	
2012	Royal Society of Chemistry	Coventry University	
2013	Royal Society of Chemistry	Coventry University	
2014	Royal Society of Chemistry	Coventry University	
2010	Institute of Physics Publishing	Coventry University	
2011	Institute of Physics Publishing	Coventry University	
2012	Institute of Physics Publishing	Coventry University	
2013	Institute of Physics Publishing	Coventry University	
2014	Institute of Physics Publishing	Coventry University	
2010	Elsevier	Cranfield University	323067.43
2011	Elsevier	Cranfield University	304224.71
2012	Elsevier	Cranfield University	318320.60
2013	Elsevier	Cranfield University	314831.71
2014	Elsevier	Cranfield University	305663.12
2010	Wiley	Cranfield University	
2011	Wiley	Cranfield University	25738.59
2012	Wiley	Cranfield University	103316.74
2013	Wiley	Cranfield University	116128.71
2014	Wiley	Cranfield University	120266.24
2010	Springer	Cranfield University	
2011	Springer	Cranfield University	30928.09
2012	Springer	Cranfield University	38640.34
2013	Springer	Cranfield University	37367.37
2014	Springer	Cranfield University	39332.81
2010	Taylor & Francis	Cranfield University	58051.95
2011	Taylor & Francis	Cranfield University	62154.74
2012	Taylor & Francis	Cranfield University	62926.91
2013	Taylor & Francis	Cranfield University	71249.97
2014	Taylor & Francis	Cranfield University	71068.74
2010	Sage	Cranfield University	
2011	Sage	Cranfield University	18833.28
2012	Sage	Cranfield University	21718.08
2013	Sage	Cranfield University	21084.51
2014	Sage	Cranfield University	21726.36
2010	Oxford University Press	Cranfield University	
2011	Oxford University Press	Cranfield University	596.11
2012	Oxford University Press	Cranfield University	644.77
2013	Oxford University Press	Cranfield University	1291.96
2014	Oxford University Press	Cranfield University	1323.47
2010	Cambridge University Press	Cranfield University	3066.89
2011	Cambridge University Press	Cranfield University	6260.88
2012	Cambridge University Press	Cranfield University	7286.25
2013	Cambridge University Press	Cranfield University	7851.28
2014	Cambridge University Press	Cranfield University	8451.61
2010	Nature Publishing Group	Cranfield University	14424
2011	Nature Publishing Group	Cranfield University	14292
2012	Nature Publishing Group	Cranfield University	15517
2013	Nature Publishing Group	Cranfield University	13970
2014	Nature Publishing Group	Cranfield University	6840
2010	Royal Society of Chemistry	Cranfield University	7533
2011	Royal Society of Chemistry	Cranfield University	7539
2012	Royal Society of Chemistry	Cranfield University	7969
2013	Royal Society of Chemistry	Cranfield University	9204
2014	Royal Society of Chemistry	Cranfield University	9480
2010	Institute of Physics Publishing	Cranfield University	8060
2011	Institute of Physics Publishing	Cranfield University	8388
2012	Institute of Physics Publishing	Cranfield University	8722
2013	Institute of Physics Publishing	Cranfield University	9124
2014	Institute of Physics Publishing	Cranfield University	13400
2010	Elsevier	University of Cumbria	46258.83
2011	Elsevier	University of Cumbria	47753.23
2012	Elsevier	University of Cumbria	47840.28
2013	Elsevier	University of Cumbria	49216.36
2014	Elsevier	University of Cumbria	49610.33
2010	Wiley	University of Cumbria	1140.93
2011	Wiley	University of Cumbria	0.00
2012	Wiley	University of Cumbria	20694.31
2013	Wiley	University of Cumbria	18824.64
2014	Wiley	University of Cumbria	14128.26
2010	Springer	University of Cumbria	642.77
2011	Springer	University of Cumbria	637.51
2012	Springer	University of Cumbria	615.12
2013	Springer	University of Cumbria	598.82
2014	Springer	University of Cumbria	621.46
2010	Taylor & Francis	University of Cumbria	14732.95
2011	Taylor & Francis	University of Cumbria	14475.30
2012	Taylor & Francis	University of Cumbria	15524.88
2013	Taylor & Francis	University of Cumbria	15758.16
2014	Taylor & Francis	University of Cumbria	10948.40
2010	Sage	University of Cumbria	10329.93
2011	Sage	University of Cumbria	11345.23
2012	Sage	University of Cumbria	13389.03
2013	Sage	University of Cumbria	12036.41
2014	Sage	University of Cumbria	10077.10
2010	Oxford University Press	University of Cumbria	2582.68
2011	Oxford University Press	University of Cumbria	2878.34
2012	Oxford University Press	University of Cumbria	3120.56
2013	Oxford University Press	University of Cumbria	2405.73
2014	Oxford University Press	University of Cumbria	2595.16
2010	Cambridge University Press	University of Cumbria	275.45
2011	Cambridge University Press	University of Cumbria	371.74
2012	Cambridge University Press	University of Cumbria	268.81
2013	Cambridge University Press	University of Cumbria	129.30
2014	Cambridge University Press	University of Cumbria	0.00
2010	Nature Publishing Group	University of Cumbria	0
2011	Nature Publishing Group	University of Cumbria	0
2012	Nature Publishing Group	University of Cumbria	0
2013	Nature Publishing Group	University of Cumbria	0
2014	Nature Publishing Group	University of Cumbria	0
2010	Royal Society of Chemistry	University of Cumbria	778
2011	Royal Society of Chemistry	University of Cumbria	762
2012	Royal Society of Chemistry	University of Cumbria	829
2013	Royal Society of Chemistry	University of Cumbria	888
2014	Royal Society of Chemistry	University of Cumbria	908
2010	Institute of Physics Publishing	University of Cumbria	304
2011	Institute of Physics Publishing	University of Cumbria	300
2012	Institute of Physics Publishing	University of Cumbria	311
2013	Institute of Physics Publishing	University of Cumbria	335
2014	Institute of Physics Publishing	University of Cumbria	1158
2010	Elsevier	De Montfort University	144176.70
2011	Elsevier	De Montfort University	172314.54
2012	Elsevier	De Montfort University	176561.52
2013	Elsevier	De Montfort University	174133.86
2014	Elsevier	De Montfort University	179406.50
2010	Wiley	De Montfort University	37540.87
2011	Wiley	De Montfort University	44277.03
2012	Wiley	De Montfort University	47192.27
2013	Wiley	De Montfort University	50175.04
2014	Wiley	De Montfort University	50340.79
2010	Springer	De Montfort University	22461.71
