year	publisher	institute	cost
2010	Cambridge University Press	London School of Economics	12910.00
2011	Cambridge University Press	London School of Economics	14402.00
2012	Cambridge University Press	London School of Economics	17272.00
2013	Cambridge University Press	London School of Economics	18352.00
2014	Cambridge University Press	London School of Economics	22507.00
2010	Nature Publishing Group	London School of Economics	3066
2011	Nature Publishing Group	London School of Economics	6672
2012	Nature Publishing Group	London School of Economics	6935
2013	Nature Publishing Group	London School of Economics	7151
2014	Nature Publishing Group	London School of Economics	7445
2010	Royal Society of Chemistry	London School of Economics	0
2011	Royal Society of Chemistry	London School of Economics	0
2012	Royal Society of Chemistry	London School of Economics	0
2013	Royal Society of Chemistry	London School of Economics	0
2014	Royal Society of Chemistry	London School of Economics	0
2010	Institute of Physics Publishing	London School of Economics	0
2011	Institute of Physics Publishing	London School of Economics	0
2012	Institute of Physics Publishing	London School of Economics	0
2013	Institute of Physics Publishing	London School of Economics	0
2014	Institute of Physics Publishing	London School of Economics	0
2010	Elsevier	London School of Hygiene and Tropical Medicine	232125.72
2011	Elsevier	London School of Hygiene and Tropical Medicine	239460.79
2012	Elsevier	London School of Hygiene and Tropical Medicine	250348.82
2013	Elsevier	London School of Hygiene and Tropical Medicine	251921.36
2014	Elsevier	London School of Hygiene and Tropical Medicine	261699.61
2010	Wiley	London School of Hygiene and Tropical Medicine	57209.92
2011	Wiley	London School of Hygiene and Tropical Medicine	67017.06
2012	Wiley	London School of Hygiene and Tropical Medicine	66560.30
2013	Wiley	London School of Hygiene and Tropical Medicine	70830.97
2014	Wiley	London School of Hygiene and Tropical Medicine	74482.42
2010	Springer	London School of Hygiene and Tropical Medicine	24093.16
2011	Springer	London School of Hygiene and Tropical Medicine	24116.57
2012	Springer	London School of Hygiene and Tropical Medicine	20952.37
2013	Springer	London School of Hygiene and Tropical Medicine	23193.55
2014	Springer	London School of Hygiene and Tropical Medicine	24100.23
2010	Taylor & Francis	London School of Hygiene and Tropical Medicine	15075.22
2011	Taylor & Francis	London School of Hygiene and Tropical Medicine	17958.78
2012	Taylor & Francis	London School of Hygiene and Tropical Medicine	18836.08
2013	Taylor & Francis	London School of Hygiene and Tropical Medicine	20022.39
2014	Taylor & Francis	London School of Hygiene and Tropical Medicine	21199.02
2010	Sage	London School of Hygiene and Tropical Medicine	22748.19
2011	Sage	London School of Hygiene and Tropical Medicine	10814.95
2012	Sage	London School of Hygiene and Tropical Medicine	11888.71
2013	Sage	London School of Hygiene and Tropical Medicine	20353.01
2014	Sage	London School of Hygiene and Tropical Medicine	20032.27
2010	Oxford University Press	London School of Hygiene and Tropical Medicine	17342.59
2011	Oxford University Press	London School of Hygiene and Tropical Medicine	17737.72
2012	Oxford University Press	London School of Hygiene and Tropical Medicine	17833.71
2013	Oxford University Press	London School of Hygiene and Tropical Medicine	19188.60
2014	Oxford University Press	London School of Hygiene and Tropical Medicine	20096.43
2010	Cambridge University Press	London School of Hygiene and Tropical Medicine	6544.30
2011	Cambridge University Press	London School of Hygiene and Tropical Medicine	6998.28
2012	Cambridge University Press	London School of Hygiene and Tropical Medicine	7692.09
2013	Cambridge University Press	London School of Hygiene and Tropical Medicine	8192.62
2014	Cambridge University Press	London School of Hygiene and Tropical Medicine	9560.16
2010	Nature Publishing Group	London School of Hygiene and Tropical Medicine	43426
2011	Nature Publishing Group	London School of Hygiene and Tropical Medicine	49189
2012	Nature Publishing Group	London School of Hygiene and Tropical Medicine	63703
2013	Nature Publishing Group	London School of Hygiene and Tropical Medicine	66328
2014	Nature Publishing Group	London School of Hygiene and Tropical Medicine	70848
2010	Royal Society of Chemistry	London School of Hygiene and Tropical Medicine	
2011	Royal Society of Chemistry	London School of Hygiene and Tropical Medicine	2264
2012	Royal Society of Chemistry	London School of Hygiene and Tropical Medicine	2536
2013	Royal Society of Chemistry	London School of Hygiene and Tropical Medicine	2656
2014	Royal Society of Chemistry	London School of Hygiene and Tropical Medicine	3059
2010	Institute of Physics Publishing	London School of Hygiene and Tropical Medicine	0
2011	Institute of Physics Publishing	London School of Hygiene and Tropical Medicine	0
2012	Institute of Physics Publishing	London School of Hygiene and Tropical Medicine	0
2013	Institute of Physics Publishing	London School of Hygiene and Tropical Medicine	0
2014	Institute of Physics Publishing	London School of Hygiene and Tropical Medicine	0
2010	Elsevier	London South Bank University	
2011	Elsevier	London South Bank University	
2012	Elsevier	London South Bank University	168054.00
2013	Elsevier	London South Bank University	196134.00
2014	Elsevier	London South Bank University	200486.00
2010	Wiley	London South Bank University	
2011	Wiley	London South Bank University	
2012	Wiley	London South Bank University	
2013	Wiley	London South Bank University	
2014	Wiley	London South Bank University	
2010	Springer	London South Bank University	
2011	Springer	London South Bank University	
2012	Springer	London South Bank University	
2013	Springer	London South Bank University	
2014	Springer	London South Bank University	
2010	Taylor & Francis	London South Bank University	
2011	Taylor & Francis	London South Bank University	
2012	Taylor & Francis	London South Bank University	
2013	Taylor & Francis	London South Bank University	
2014	Taylor & Francis	London South Bank University	
2010	Sage	London South Bank University	
2011	Sage	London South Bank University	40611.00
2012	Sage	London South Bank University	1836.00
2013	Sage	London South Bank University	
2014	Sage	London South Bank University	
2010	Oxford University Press	London South Bank University	
2011	Oxford University Press	London South Bank University	8269.65
2012	Oxford University Press	London South Bank University	1578.00
2013	Oxford University Press	London South Bank University	16718.41
2014	Oxford University Press	London South Bank University	75611.02
2010	Cambridge University Press	London South Bank University	
2011	Cambridge University Press	London South Bank University	
2012	Cambridge University Press	London South Bank University	31937.00
2013	Cambridge University Press	London South Bank University	
2014	Cambridge University Press	London South Bank University	
2010	Nature Publishing Group	London South Bank University	0
2011	Nature Publishing Group	London South Bank University	0
2012	Nature Publishing Group	London South Bank University	0
2013	Nature Publishing Group	London South Bank University	0
2014	Nature Publishing Group	London South Bank University	0
2010	Royal Society of Chemistry	London South Bank University	0
2011	Royal Society of Chemistry	London South Bank University	0
2012	Royal Society of Chemistry	London South Bank University	0
2013	Royal Society of Chemistry	London South Bank University	0
2014	Royal Society of Chemistry	London South Bank University	0
2010	Institute of Physics Publishing	London South Bank University	0
2011	Institute of Physics Publishing	London South Bank University	0
2012	Institute of Physics Publishing	London South Bank University	0
2013	Institute of Physics Publishing	London South Bank University	0
2014	Institute of Physics Publishing	London South Bank University	0
2010	Elsevier	Loughborough University	393164.00
2011	Elsevier	Loughborough University	399122.00
2012	Elsevier	Loughborough University	396915.00
2013	Elsevier	Loughborough University	401113.00
2014	Elsevier	Loughborough University	412970.00
2010	Wiley	Loughborough University	135570.00
2011	Wiley	Loughborough University	141943.00
2012	Wiley	Loughborough University	143847.00
2013	Wiley	Loughborough University	149691.00
2014	Wiley	Loughborough University	152254.00
2010	Springer	Loughborough University	67185.00
2011	Springer	Loughborough University	67523.00
2012	Springer	Loughborough University	71154.00
2013	Springer	Loughborough University	68709.00
2014	Springer	Loughborough University	71374.00
2010	Taylor & Francis	Loughborough University	118574.00
2011	Taylor & Francis	Loughborough University	124328.00
2012	Taylor & Francis	Loughborough University	129403.00
2013	Taylor & Francis	Loughborough University	138865.00
2014	Taylor & Francis	Loughborough University	140924.00
2010	Sage	Loughborough University	56525.00
2011	Sage	Loughborough University	59313.00
2012	Sage	Loughborough University	61323.00
2013	Sage	Loughborough University	67228.00
2014	Sage	Loughborough University	70157.00
2010	Oxford University Press	Loughborough University	16482.00
2011	Oxford University Press	Loughborough University	18717.00
2012	Oxford University Press	Loughborough University	26738.00
2013	Oxford University Press	Loughborough University	38114.00
2014	Oxford University Press	Loughborough University	39028.00
2010	Cambridge University Press	Loughborough University	12812.00
2011	Cambridge University Press	Loughborough University	13866.00
2012	Cambridge University Press	Loughborough University	15277.00
2013	Cambridge University Press	Loughborough University	16087.00
2014	Cambridge University Press	Loughborough University	17175.00
2010	Nature Publishing Group	Loughborough University	20339
2011	Nature Publishing Group	Loughborough University	24038
2012	Nature Publishing Group	Loughborough University	32221
2013	Nature Publishing Group	Loughborough University	34870
2014	Nature Publishing Group	Loughborough University	38389
2010	Royal Society of Chemistry	Loughborough University	20167
2011	Royal Society of Chemistry	Loughborough University	20958
2012	Royal Society of Chemistry	Loughborough University	24843
2013	Royal Society of Chemistry	Loughborough University	21600
2014	Royal Society of Chemistry	Loughborough University	22248
2010	Institute of Physics Publishing	Loughborough University	19844
2011	Institute of Physics Publishing	Loughborough University	24839
2012	Institute of Physics Publishing	Loughborough University	26334
2013	Institute of Physics Publishing	Loughborough University	27177
2014	Institute of Physics Publishing	Loughborough University	28348
2010	Elsevier	University of Manchester	1412239.2
2011	Elsevier	University of Manchester	1462179.3
2012	Elsevier	University of Manchester	1456585.1
2013	Elsevier	University of Manchester	1521198.4
2014	Elsevier	University of Manchester	1543204.4
2010	Wiley	University of Manchester	427656.45
2011	Wiley	University of Manchester	455665.39
2012	Wiley	University of Manchester	483824.85
2013	Wiley	University of Manchester	503702.68
2014	Wiley	University of Manchester	547154.13
2010	Springer	University of Manchester	329197.82
2011	Springer	University of Manchester	337055.84
2012	Springer	University of Manchester	360125.27
2013	Springer	University of Manchester	332745.64
2014	Springer	University of Manchester	364168.38
2010	Taylor & Francis	University of Manchester	245105.89
2011	Taylor & Francis	University of Manchester	264035.34
2012	Taylor & Francis	University of Manchester	281297.26
2013	Taylor & Francis	University of Manchester	293284.28
2014	Taylor & Francis	University of Manchester	309682.07
2010	Sage	University of Manchester	73810.46
2011	Sage	University of Manchester	67054.07
2012	Sage	University of Manchester	118000.45
2013	Sage	University of Manchester	76829.75
2014	Sage	University of Manchester	71323.24
2010	Oxford University Press	University of Manchester	55496.79
2011	Oxford University Press	University of Manchester	68748.37
2012	Oxford University Press	University of Manchester	71061.47
2013	Oxford University Press	University of Manchester	81518.27
2014	Oxford University Press	University of Manchester	90258.51
2010	Cambridge University Press	University of Manchester	35510.65
2011	Cambridge University Press	University of Manchester	37779.99
2012	Cambridge University Press	University of Manchester	40105.70
2013	Cambridge University Press	University of Manchester	41477.83
2014	Cambridge University Press	University of Manchester	43139.03
2010	Nature Publishing Group	University of Manchester	122989
2011	Nature Publishing Group	University of Manchester	198588
2012	Nature Publishing Group	University of Manchester	170750
2013	Nature Publishing Group	University of Manchester	151687
2014	Nature Publishing Group	University of Manchester	148350
2010	Royal Society of Chemistry	University of Manchester	21996
2011	Royal Society of Chemistry	University of Manchester	24601
2012	Royal Society of Chemistry	University of Manchester	26003
2013	Royal Society of Chemistry	University of Manchester	30937
2014	Royal Society of Chemistry	University of Manchester	31865
2010	Institute of Physics Publishing	University of Manchester	48806
2011	Institute of Physics Publishing	University of Manchester	52193
2012	Institute of Physics Publishing	University of Manchester	53525
2013	Institute of Physics Publishing	University of Manchester	55667
2014	Institute of Physics Publishing	University of Manchester	56557
2010	Elsevier	Manchester Metropolitan University	305097.67
2011	Elsevier	Manchester Metropolitan University	293340.47
2012	Elsevier	Manchester Metropolitan University	301803.06
2013	Elsevier	Manchester Metropolitan University	304820.54
2014	Elsevier	Manchester Metropolitan University	314082.06
2010	Wiley	Manchester Metropolitan University	76558.28
2011	Wiley	Manchester Metropolitan University	75257.09
2012	Wiley	Manchester Metropolitan University	1271.15
2013	Wiley	Manchester Metropolitan University	
2014	Wiley	Manchester Metropolitan University	
2010	Springer	Manchester Metropolitan University	0.00
2011	Springer	Manchester Metropolitan University	0.00
2012	Springer	Manchester Metropolitan University	
2013	Springer	Manchester Metropolitan University	
2014	Springer	Manchester Metropolitan University	
2010	Taylor & Francis	Manchester Metropolitan University	0.00
2011	Taylor & Francis	Manchester Metropolitan University	2647.75
2012	Taylor & Francis	Manchester Metropolitan University	9218.10
2013	Taylor & Francis	Manchester Metropolitan University	1215.90
2014	Taylor & Francis	Manchester Metropolitan University	10158.00
2010	Sage	Manchester Metropolitan University	146873.00
2011	Sage	Manchester Metropolitan University	37250.16
2012	Sage	Manchester Metropolitan University	38990.88
2013	Sage	Manchester Metropolitan University	40777.15
2014	Sage	Manchester Metropolitan University	43941.81
2010	Oxford University Press	Manchester Metropolitan University	21341.61
2011	Oxford University Press	Manchester Metropolitan University	0.00
2012	Oxford University Press	Manchester Metropolitan University	0.00
2013	Oxford University Press	Manchester Metropolitan University	0.00
2014	Oxford University Press	Manchester Metropolitan University	178.56
2010	Cambridge University Press	Manchester Metropolitan University	
2011	Cambridge University Press	Manchester Metropolitan University	
2012	Cambridge University Press	Manchester Metropolitan University	
2013	Cambridge University Press	Manchester Metropolitan University	
2014	Cambridge University Press	Manchester Metropolitan University	178.56
2010	Nature Publishing Group	Manchester Metropolitan University	1142
2011	Nature Publishing Group	Manchester Metropolitan University	2449
2012	Nature Publishing Group	Manchester Metropolitan University	3390
2013	Nature Publishing Group	Manchester Metropolitan University	3475
2014	Nature Publishing Group	Manchester Metropolitan University	24061
2010	Royal Society of Chemistry	Manchester Metropolitan University	14830
2011	Royal Society of Chemistry	Manchester Metropolitan University	16036
2012	Royal Society of Chemistry	Manchester Metropolitan University	17538
2013	Royal Society of Chemistry	Manchester Metropolitan University	18921
2014	Royal Society of Chemistry	Manchester Metropolitan University	20932
2010	Institute of Physics Publishing	Manchester Metropolitan University	0
2011	Institute of Physics Publishing	Manchester Metropolitan University	0
2012	Institute of Physics Publishing	Manchester Metropolitan University	0
2013	Institute of Physics Publishing	Manchester Metropolitan University	0
2014	Institute of Physics Publishing	Manchester Metropolitan University	0
2010	Elsevier	Middlesex University	
2011	Elsevier	Middlesex University	
2012	Elsevier	Middlesex University	92419.90
2013	Elsevier	Middlesex University	93367.43
2014	Elsevier	Middlesex University	111522.53
2010	Wiley	Middlesex University	0.00
2011	Wiley	Middlesex University	68553.00
2012	Wiley	Middlesex University	6118.00
2013	Wiley	Middlesex University	0.00
2014	Wiley	Middlesex University	14072.00
2010	Springer	Middlesex University	18139.00
2011	Springer	Middlesex University	0.00
2012	Springer	Middlesex University	0.00
2013	Springer	Middlesex University	0.00
2014	Springer	Middlesex University	40468.00
2010	Taylor & Francis	Middlesex University	94540.59
2011	Taylor & Francis	Middlesex University	7573.47
2012	Taylor & Francis	Middlesex University	10740.00
2013	Taylor & Francis	Middlesex University	3750.00
2014	Taylor & Francis	Middlesex University	10920.00
2010	Sage	Middlesex University	86664.00
2011	Sage	Middlesex University	889.00
2012	Sage	Middlesex University	1140.00
2013	Sage	Middlesex University	24842.68
2014	Sage	Middlesex University	3028.93
2010	Oxford University Press	Middlesex University	71215.00
2011	Oxford University Press	Middlesex University	241.00
2012	Oxford University Press	Middlesex University	900.00
2013	Oxford University Press	Middlesex University	8835.00
2014	Oxford University Press	Middlesex University	15664.00
2010	Cambridge University Press	Middlesex University	106666.50
2011	Cambridge University Press	Middlesex University	2772.00
2012	Cambridge University Press	Middlesex University	0.00
2013	Cambridge University Press	Middlesex University	0.00
2014	Cambridge University Press	Middlesex University	0.00
2010	Nature Publishing Group	Middlesex University	0
2011	Nature Publishing Group	Middlesex University	0
2012	Nature Publishing Group	Middlesex University	0
2013	Nature Publishing Group	Middlesex University	0
2014	Nature Publishing Group	Middlesex University	0
2010	Royal Society of Chemistry	Middlesex University	0
2011	Royal Society of Chemistry	Middlesex University	0
2012	Royal Society of Chemistry	Middlesex University	0
2013	Royal Society of Chemistry	Middlesex University	0
2014	Royal Society of Chemistry	Middlesex University	0
2010	Institute of Physics Publishing	Middlesex University	0
2011	Institute of Physics Publishing	Middlesex University	0
2012	Institute of Physics Publishing	Middlesex University	0
2013	Institute of Physics Publishing	Middlesex University	0
2014	Institute of Physics Publishing	Middlesex University	0
2010	Elsevier	Newcastle University	929971.0
2011	Elsevier	Newcastle University	914932.8
2012	Elsevier	Newcastle University	937193.0
2013	Elsevier	Newcastle University	946534.2
2014	Elsevier	Newcastle University	974637.9
2010	Wiley	Newcastle University	375173.38
2011	Wiley	Newcastle University	404835.56
2012	Wiley	Newcastle University	420988.01
2013	Wiley	Newcastle University	433507.61
2014	Wiley	Newcastle University	443649.12
2010	Springer	Newcastle University	285897.06
2011	Springer	Newcastle University	287568.79
2012	Springer	Newcastle University	288276.11
2013	Springer	Newcastle University	288921.31
2014	Springer	Newcastle University	304098.27
2010	Taylor & Francis	Newcastle University	11899.00
2011	Taylor & Francis	Newcastle University	12837.00
2012	Taylor & Francis	Newcastle University	13433.00
2013	Taylor & Francis	Newcastle University	13838.00
2014	Taylor & Francis	Newcastle University	14370.00
2010	Sage	Newcastle University	11891.00
2011	Sage	Newcastle University	12049.00
2012	Sage	Newcastle University	10149.00
2013	Sage	Newcastle University	7580.00
2014	Sage	Newcastle University	5204.00
2010	Oxford University Press	Newcastle University	43302.63
2011	Oxford University Press	Newcastle University	45839.97
2012	Oxford University Press	Newcastle University	47697.84
2013	Oxford University Press	Newcastle University	57237.60
2014	Oxford University Press	Newcastle University	60242.58
2010	Cambridge University Press	Newcastle University	3875.00
2011	Cambridge University Press	Newcastle University	3915.00
2012	Cambridge University Press	Newcastle University	4488.00
2013	Cambridge University Press	Newcastle University	4618.00
2014	Cambridge University Press	Newcastle University	4753.00
2010	Nature Publishing Group	Newcastle University	80921
2011	Nature Publishing Group	Newcastle University	83921
2012	Nature Publishing Group	Newcastle University	96576
2013	Nature Publishing Group	Newcastle University	101199
2014	Nature Publishing Group	Newcastle University	100355
2010	Royal Society of Chemistry	Newcastle University	24689
2011	Royal Society of Chemistry	Newcastle University	26491
2012	Royal Society of Chemistry	Newcastle University	30803
2013	Royal Society of Chemistry	Newcastle University	29141
2014	Royal Society of Chemistry	Newcastle University	30015
2010	Institute of Physics Publishing	Newcastle University	38111
2011	Institute of Physics Publishing	Newcastle University	38247
2012	Institute of Physics Publishing	Newcastle University	39946
2013	Institute of Physics Publishing	Newcastle University	44131
2014	Institute of Physics Publishing	Newcastle University	46824
2010	Elsevier	Newman University	318.0
2011	Elsevier	Newman University	272.0
2012	Elsevier	Newman University	250.0
2013	Elsevier	Newman University	253.0
2014	Elsevier	Newman University	269.0
2010	Wiley	Newman University	12945.00
2011	Wiley	Newman University	13773.00
2012	Wiley	Newman University	13589.00
2013	Wiley	Newman University	13624.00
2014	Wiley	Newman University	14734.00
2010	Springer	Newman University	1813.00
2011	Springer	Newman University	1786.00
2012	Springer	Newman University	1365.00
2013	Springer	Newman University	1317.00
2014	Springer	Newman University	1485.00
2010	Taylor & Francis	Newman University	19394.00
2011	Taylor & Francis	Newman University	21326.00
2012	Taylor & Francis	Newman University	21951.00
2013	Taylor & Francis	Newman University	19695.00
2014	Taylor & Francis	Newman University	21687.00
2010	Sage	Newman University	8771.00
2011	Sage	Newman University	8372.00
2012	Sage	Newman University	16638.00
2013	Sage	Newman University	9222.00
2014	Sage	Newman University	8389.00
2010	Oxford University Press	Newman University	1955.00
2011	Oxford University Press	Newman University	2066.00
2012	Oxford University Press	Newman University	2188.00
2013	Oxford University Press	Newman University	2251.00
2014	Oxford University Press	Newman University	3072.00
2010	Cambridge University Press	Newman University	1979.00
2011	Cambridge University Press	Newman University	2149.00
2012	Cambridge University Press	Newman University	1942.00
2013	Cambridge University Press	Newman University	2077.00
2014	Cambridge University Press	Newman University	2249.00
2010	Nature Publishing Group	Newman University	0
2011	Nature Publishing Group	Newman University	0
2012	Nature Publishing Group	Newman University	0
2013	Nature Publishing Group	Newman University	0
2014	Nature Publishing Group	Newman University	0
2010	Royal Society of Chemistry	Newman University	263
2011	Royal Society of Chemistry	Newman University	269
2012	Royal Society of Chemistry	Newman University	286
2013	Royal Society of Chemistry	Newman University	577
2014	Royal Society of Chemistry	Newman University	296
2010	Institute of Physics Publishing	Newman University	294
2011	Institute of Physics Publishing	Newman University	305
2012	Institute of Physics Publishing	Newman University	316
2013	Institute of Physics Publishing	Newman University	321
2014	Institute of Physics Publishing	Newman University	335
2010	Elsevier	University of Northampton	28687.61
2011	Elsevier	University of Northampton	19865.72
2012	Elsevier	University of Northampton	57537.17
2013	Elsevier	University of Northampton	58153.12
2014	Elsevier	University of Northampton	59756.45
2010	Wiley	University of Northampton	51821.43
2011	Wiley	University of Northampton	55008.57
2012	Wiley	University of Northampton	74948.56
2013	Wiley	University of Northampton	55923.57
2014	Wiley	University of Northampton	56996.88
2010	Springer	University of Northampton	7982.88
2011	Springer	University of Northampton	5336.30
2012	Springer	University of Northampton	9829.44
2013	Springer	University of Northampton	10077.87
2014	Springer	University of Northampton	10410.10
2010	Taylor & Francis	University of Northampton	46384.82
2011	Taylor & Francis	University of Northampton	34408.41
2012	Taylor & Francis	University of Northampton	35643.80
2013	Taylor & Francis	University of Northampton	43740.35
2014	Taylor & Francis	University of Northampton	53364.36
2010	Sage	University of Northampton	27162.49
2011	Sage	University of Northampton	28201.69
2012	Sage	University of Northampton	36887.72
2013	Sage	University of Northampton	37655.40
2014	Sage	University of Northampton	37962.39
2010	Oxford University Press	University of Northampton	10085.62
2011	Oxford University Press	University of Northampton	9968.48
2012	Oxford University Press	University of Northampton	11016.40
2013	Oxford University Press	University of Northampton	11161.02
2014	Oxford University Press	University of Northampton	11905.71
2010	Cambridge University Press	University of Northampton	4402.15
2011	Cambridge University Press	University of Northampton	4927.57
2012	Cambridge University Press	University of Northampton	4294.82
2013	Cambridge University Press	University of Northampton	4609.67
2014	Cambridge University Press	University of Northampton	5011.54
2010	Nature Publishing Group	University of Northampton	3427
2011	Nature Publishing Group	University of Northampton	3781
2012	Nature Publishing Group	University of Northampton	4155
2013	Nature Publishing Group	University of Northampton	4421
2014	Nature Publishing Group	University of Northampton	4675
2010	Royal Society of Chemistry	University of Northampton	0
2011	Royal Society of Chemistry	University of Northampton	0
2012	Royal Society of Chemistry	University of Northampton	0
2013	Royal Society of Chemistry	University of Northampton	0
2014	Royal Society of Chemistry	University of Northampton	0
2010	Institute of Physics Publishing	University of Northampton	0
2011	Institute of Physics Publishing	University of Northampton	0
2012	Institute of Physics Publishing	University of Northampton	0
2013	Institute of Physics Publishing	University of Northampton	0
2014	Institute of Physics Publishing	University of Northampton	0
2010	Elsevier	Northumbria University	179894.28
2011	Elsevier	Northumbria University	185052.96
2012	Elsevier	Northumbria University	184686.47
2013	Elsevier	Northumbria University	186533.88
2014	Elsevier	Northumbria University	192162.42
2010	Wiley	Northumbria University	30617.61
2011	Wiley	Northumbria University	32859.57
2012	Wiley	Northumbria University	128325.07
2013	Wiley	Northumbria University	136427.25
2014	Wiley	Northumbria University	137672.55
2010	Springer	Northumbria University	39299.81
2011	Springer	Northumbria University	44716.35
2012	Springer	Northumbria University	47274.84
2013	Springer	Northumbria University	46745.83
2014	Springer	Northumbria University	48221.55
2010	Taylor & Francis	Northumbria University	132544.36
2011	Taylor & Francis	Northumbria University	138788.76
2012	Taylor & Francis	Northumbria University	156845.28
2013	Taylor & Francis	Northumbria University	162212.34
2014	Taylor & Francis	Northumbria University	177023.02
2010	Sage	Northumbria University	75181.82
2011	Sage	Northumbria University	89013.87
2012	Sage	Northumbria University	103052.09
2013	Sage	Northumbria University	107080.55
2014	Sage	Northumbria University	113352.91
2010	Oxford University Press	Northumbria University	13227.03
2011	Oxford University Press	Northumbria University	17462.22
2012	Oxford University Press	Northumbria University	19153.34
2013	Oxford University Press	Northumbria University	20099.76
2014	Oxford University Press	Northumbria University	21374.25
2010	Cambridge University Press	Northumbria University	12827.20
2011	Cambridge University Press	Northumbria University	13917.82
2012	Cambridge University Press	Northumbria University	15218.10
2013	Cambridge University Press	Northumbria University	16068.33
2014	Cambridge University Press	Northumbria University	16830.93
2010	Nature Publishing Group	Northumbria University	3053
2011	Nature Publishing Group	Northumbria University	3223
2012	Nature Publishing Group	Northumbria University	7100
2013	Nature Publishing Group	Northumbria University	9943
2014	Nature Publishing Group	Northumbria University	45190
2010	Royal Society of Chemistry	Northumbria University	18836
2011	Royal Society of Chemistry	Northumbria University	23553
2012	Royal Society of Chemistry	Northumbria University	21789
2013	Royal Society of Chemistry	Northumbria University	21600
2014	Royal Society of Chemistry	Northumbria University	22464
2010	Institute of Physics Publishing	Northumbria University	10100
2011	Institute of Physics Publishing	Northumbria University	11574
2012	Institute of Physics Publishing	Northumbria University	12082
2013	Institute of Physics Publishing	Northumbria University	12433
2014	Institute of Physics Publishing	Northumbria University	16766
2010	Elsevier	Norwich University of the Arts	0.00
2011	Elsevier	Norwich University of the Arts	0.00
2012	Elsevier	Norwich University of the Arts	0.00
2013	Elsevier	Norwich University of the Arts	0.00
2014	Elsevier	Norwich University of the Arts	0.00
2010	Wiley	Norwich University of the Arts	
2011	Wiley	Norwich University of the Arts	250.00
2012	Wiley	Norwich University of the Arts	268.00
2013	Wiley	Norwich University of the Arts	290.00
2014	Wiley	Norwich University of the Arts	310.00
2010	Springer	Norwich University of the Arts	0.00
2011	Springer	Norwich University of the Arts	0.00
2012	Springer	Norwich University of the Arts	0.00
2013	Springer	Norwich University of the Arts	0.00
2014	Springer	Norwich University of the Arts	0.00
2010	Taylor & Francis	Norwich University of the Arts	0.00
2011	Taylor & Francis	Norwich University of the Arts	0.00
2012	Taylor & Francis	Norwich University of the Arts	0.00
2013	Taylor & Francis	Norwich University of the Arts	0.00
2014	Taylor & Francis	Norwich University of the Arts	0.00
2010	Sage	Norwich University of the Arts	
2011	Sage	Norwich University of the Arts	589.00
2012	Sage	Norwich University of the Arts	728.00
2013	Sage	Norwich University of the Arts	761.00
2014	Sage	Norwich University of the Arts	806.00
2010	Oxford University Press	Norwich University of the Arts	
2011	Oxford University Press	Norwich University of the Arts	342.00
2012	Oxford University Press	Norwich University of the Arts	342.00
2013	Oxford University Press	Norwich University of the Arts	385.00
2014	Oxford University Press	Norwich University of the Arts	410.00
2010	Cambridge University Press	Norwich University of the Arts	0.00
2011	Cambridge University Press	Norwich University of the Arts	0.00
2012	Cambridge University Press	Norwich University of the Arts	0.00
2013	Cambridge University Press	Norwich University of the Arts	0.00
2014	Cambridge University Press	Norwich University of the Arts	0.00
2010	Nature Publishing Group	Norwich University of the Arts	0
2011	Nature Publishing Group	Norwich University of the Arts	0
2012	Nature Publishing Group	Norwich University of the Arts	0
2013	Nature Publishing Group	Norwich University of the Arts	0
2014	Nature Publishing Group	Norwich University of the Arts	0
2010	Royal Society of Chemistry	Norwich University of the Arts	0
2011	Royal Society of Chemistry	Norwich University of the Arts	0
2012	Royal Society of Chemistry	Norwich University of the Arts	0
2013	Royal Society of Chemistry	Norwich University of the Arts	0
2014	Royal Society of Chemistry	Norwich University of the Arts	0
2010	Institute of Physics Publishing	Norwich University of the Arts	0
2011	Institute of Physics Publishing	Norwich University of the Arts	0
2012	Institute of Physics Publishing	Norwich University of the Arts	0
2013	Institute of Physics Publishing	Norwich University of the Arts	0
2014	Institute of Physics Publishing	Norwich University of the Arts	0
2010	Elsevier	University of Nottingham	1072320.9
2011	Elsevier	University of Nottingham	1081323.3
2012	Elsevier	University of Nottingham	1081565.1
2013	Elsevier	University of Nottingham	1095246.6
2014	Elsevier	University of Nottingham	1133403.7
2010	Wiley	University of Nottingham	334662.00
2011	Wiley	University of Nottingham	380963.00
2012	Wiley	University of Nottingham	407111.00
2013	Wiley	University of Nottingham	408300.00
2014	Wiley	University of Nottingham	426755.00
2010	Springer	University of Nottingham	293199.00
2011	Springer	University of Nottingham	319460.00
2012	Springer	University of Nottingham	335059.00
2013	Springer	University of Nottingham	333298.00
2014	Springer	University of Nottingham	367188.00
2010	Taylor & Francis	University of Nottingham	151831.70
2011	Taylor & Francis	University of Nottingham	175906.00
2012	Taylor & Francis	University of Nottingham	186906.70
2013	Taylor & Francis	University of Nottingham	199675.40
2014	Taylor & Francis	University of Nottingham	214486.90
2010	Sage	University of Nottingham	92838.59
2011	Sage	University of Nottingham	99991.96
2012	Sage	University of Nottingham	106210.80
2013	Sage	University of Nottingham	110223.80
2014	Sage	University of Nottingham	115379.10
2010	Oxford University Press	University of Nottingham	55900.00
2011	Oxford University Press	University of Nottingham	61400.00
2012	Oxford University Press	University of Nottingham	65441.00
